Yiddish	Gloss
יאַ־טעבע־דאַם	NOUN.MASC
יהדות	NOUN.NEUT
יאַבעדנדיק	V.PRES.PTCP
יאַבעדסטו	V.2.SG
יאַבעדסט	V.2.SG
געיאַבעדט	PART
יאַבעדניק	NOUN.MASC
יאַבעדניקעס	NOUN.PL
יאַבקע	NOUN.FEM
יאַבקעס	NOUN.FEM.PL
יבשות	NOUN.PL
יבשה	NOUN.FEM
יאַבציקעס	NOUN.PL
יאַבציק	NOUN.MASC
ידן	NOUN.PL
יד	NOUN.MASC
ידים	NOUN.PL
יאַד_אַכעסדיק	ADJ
יאַדרעצעס	NOUN.PL
יפֿת־תּואר	NOUN.FEM
יאַגד	NOUN.FEM
יאַגדן	NOUN.PL
יאַגדע	NOUN.FEM
יאַגדעס	NOUN.FEM.PL
יאַגעדע	NOUN.FEM
יאַגעדעס	NOUN.FEM.PL
יאַקלעך	NOUN.DIM.PL
יאַקן	NOUN.PL
יאַקל	NOUN.DIM.SG
יאַקעלע	NOUN.DIM.SG
יאַקעלעך	NOUN.DIM.PL
יאַקבע	ADV
יאַקער	NOUN.MASC
יאַכמערסט	V.2.SG
יאַכמערסטו	V.2.SG
געיאַכמערט	PART
יאַכמערנדיק	V.PRES.PTCP
יחסן	NOUN.MASC
יחסנים	NOUN.PL
יאַכסנטעס	?.PL
יאַכטן	NOUN.PL
יאַכט	NOUN.MASC
יאַכטעס	NOUN.PL
יאַכטע	NOUN
יאַקאָש	ADV
יקרן	NOUN.MASC
יקרנים	NOUN.PL
יקרנטע	NOUN
יאַקרענטעס	NOUN.PL
יקרות	NOUN.NEUT/MASC
יקרותן	NOUN.PL
יקרותדיק	ADJ
יאַלעװקע	NOUN.FEM
יאַלעװקעס	NOUN.FEM.PL
יאַמען	NOUN.PL
ים	NOUN.MASC?
יאַם־הונט	NOUN.MASC
יאַם־הינט	NOUN.PL
יאַם־קראַנקײט	NOUN.FEM
יאַם־קראַנקײטן	NOUN.PL
ימים	NOUN.PL
ים	NOUN.MASC
לע{ל}ים	ADV
ימן	NOUN.PL
ים־הקרח	NOUN.MASC
ים־חזירל	NOUN.NEUT
ים־חזירמלעך	NOUN.PL
יאַמשן	ADJ
יאַמש	NOUN.MASC
ינדות	NOUN.NEUT
יאַנקעלעס	N
יאַנקעלען	N.DAT
יאַנקלס	N
יאַנקלען	N.DAT
יאַנואַר	NOUN.MASC
יאַפּאַניש	ADJ
יאַפּאַן	NOUN.NEUT
יאַפּאַנער	NOUN.NEUT
יאַרן	NOUN.PL
יאַר	NOUN.MASC
יאַרד	NOUN.MASC
יאַרדן	NOUN.PL
יאַריד	NOUN.MASC
ירידים	NOUN.PL
יאַריד_ן	NOUN.PL
יריד	NOUN.MASC
יאַרליקן	NOUN.PL
יאַרליק	NOUN.MASC
יאַרמעס	NOUN.FEM.PL
יאַרמע	NOUN.FEM
יאַרמעלקעלעך	NOUN.DIM.PL
יאַרמעלקעס	NOUN.FEM.PL
יאַרמעלקע	NOUN.FEM
יאַרמעלקעלע	NOUN.DIM.SG
יאַרמלקע	NOUN.FEM
יאַרמלקעס	NOUN.FEM.PL
ירשענען	V.INF
יאַרשענענדיק	V.PRES.PTCP
ירשן	NOUN.FEM
ירשנסט	V.2.SG
ירשנסטו	V.2.SG
געירשנט	PART
יאַסען	NOUN.FEM
יאַסענס	NOUN.FEM.PL
י″ש	NOUN.MASC
יאַשען	N.DAT
יאַשעס	N
יישר־כּוח	EXCLAM
יאַשין	NOUN.MASC?
יאַשטשערקעס	NOUN.FEM.PL
יאַשטשערקע	NOUN.FEM
יאַסינע	NOUN.FEM
יאַסינעס	NOUN.FEM.PL
יאַסקער	NOUN.MASC?
יאַסלע	NOUN.FEM
יאַסלעס	NOUN.PL
יאַסמינען	NOUN.PL
יאַטן	NOUN.PL
יאַט	NOUN.MASC
יאַטע	NOUN.FEM
יאַטעס	NOUN.FEM.PL
יאַטיכעס	NOUN.PL
יאַטיכע	NOUN
יאַטקע	NOUN.FEM
יאַטקעס	NOUN.FEM.PL
אַרױסיאַװען	V.INF
יאַװעסטו	V.2.SG
יאַװענדיק	V.PRES.PTCP
יאַװעסט	V.2.SG
אַרױסצוּיאַװען	V.INF
אַרױסגעיאַװעט	UNK1
געיאַװעט	PART
אַרױסיאַװענדיק	PRES.PTCP
יאַזדע	NOUN.FEM
יאַזדעס	NOUN.FEM.PL
יע	EXCLAM
יעדערע	ADJ
יעדערער	ADJ
יעדערן	ADJ
יעדערנס	ADJ
ידיעות	NOUN.PL
ידיעה	NOUN.FEM
יעדנס	ADJ
יפֿהפֿיה	NOUN.FEM
יפֿהפֿיות	NOUN.PL
יעגעלעך	NOUN.PL
יעגער	NOUN.MASC
יעגערס	NOUN.MASC.PL
יהודים	NOUN.PL
יעקסטו	V.2.SG
געיעקט	PART
יעקסט	V.2.SG
יעקנדיק	V.PRES.PTCP
יעקאַר_האַמציִיעסן	NOUN.PL
יקר־המציאות	NOUN.NEUT
יעקעס	NOUN.MASC.PL
יעקע	NOUN.MASC
יחידה	NOUN.MASC
בע{ב}יחידות	ADV
יחידי־סגולה	NOUN.PL
יכולת	NOUN.NEUT/FEM
יכולתן	NOUN.PL
יעקלען	N.DAT
יעקלס	N
יללה	NOUN.FEM
יללות	NOUN.PL
ימח־שמוניק	NOUN.MASC
יעמאַך_שמױניקעס	NOUN.PL
ימח־שמוניצע	NOUN
יעמאַך_שמױניצעס	NOUN.PL
ימי־נידה	NOUN.PL
יעמאָלט	ADV
יענע	ADJ
יענעם	ADJ
יענעמס	ADJ
יענער	ADJ
יענערס	ADJ
יניקה	NOUN.FEM
יניקות	NOUN.PL
יענק	NOUN.MASC
יענקען	NOUN.PL
יענקעסט	V.2.SG
יענקענדיק	V.PRES.PTCP
יענקעסטו	V.2.SG
געיענקעט	PART
יענטען	N.DAT
יענטעס	N
יענטלס	N
יענטלען	N.DAT
יענצסטו	V.2.SG
יענצסט	V.2.SG
יענץ	ADJ
יענצנדיק	V.PRES.PTCP
געיענצט	PART
יענצערס	?.PL
איבערצוּיערן	V.INF
איבערגײױרן	UNK1
אױפֿיערנדיק	PRES.PTCP
איבעריערנדיק	PRES.PTCP
אױפֿצוּיערן	V.INF
אױפֿיערן	V.INF
איבעריערן	V.INF
ירידות	NOUN.PL
ירידה	NOUN.FEM
ירישה־שיפֿער	NOUN.MASC
יערישע_שיפֿערן	NOUN.PL
ירושה	NOUN.FEM
ירושהדיק	ADJ
בע{ב}ירושה	ADV
ירושות	NOUN.PL
ירושהדיקײט	NOUN.FEM
יש	NOUN.MASC
ישיבֿות	NOUN.PL
בע{ב}ישיבֿה	ADV
ישיבֿה	NOUN.FEM
ישיבֿה־בחור	NOUN.MASC
ישועות	NOUN.PL
ישועה	NOUN.FEM
יסודות	NOUN.PL
יתומות	NOUN.PL
יתומה	NOUN
יסורים	NOUN.PL
אױסיעטן	V.INF
אױסיעטנדיק	PRES.PTCP
געיעט	PART
אױסצוּיעטן	V.INF
יעטסטו	V.2.SG
אױסגעיעט	UNK1
יעטנדיק	V.PRES.PTCP
יעטסט	V.2.SG
יצירה	NOUN.FEM
יעטװעדער	ADJ
יעטװעדן	ADJ
יעזויִטיש	ADJ
יעזויִט	NOUN.MASC
יעזויִטן	NOUN.PL
יעזוסעס	N
יעזוסן	N.DAT
ייִדלעך	NOUN.DIM.PL
ייִד	NOUN.MASC
ייִדן	NOUN.PL
ייִדעלעך	NOUN.DIM.PL
ייִדנס	NOUN.POSS
ייִדעלע	NOUN.DIM.SG
ייִדל	NOUN.DIM.SG
ייִדענע	NOUN.FEM
ייִדענעס	NOUN.FEM.PL
ייִדישהױז	NOUN.NEUT
ייִדישיסט	NOUN.MASC
ייִדישיסטיש	ADJ
ייִדישיסטן	NOUN.PL
ייִדישיסטקעס	NOUN.PL
ייִדישיסטקע	NOUN
ייִדישיזמס	NOUN.MASC.PL
ייִדישיזם	NOUN.MASC
ייִדישקײטן	NOUN.PL
ייִדישקײט	NOUN.FEM
ייִדישקע	NOUN.FEM
ייִדישקעס	NOUN.FEM.PL
ייִדישלאַנד	NOUN.NEUT
געייִדלט	PART
ייִדלסטו	V.2.SG
ייִדלסט	V.2.SG
ייִדלענדיק	V.PRES.PTCP
ייִדנלאַנד	NOUN.NEUT
ייִדנליבע	NOUN.FEM
ייִדנטום	NOUN.NEUT
ייִאוש	NOUN.MASC
ייִחודים	NOUN.PL
ייִחוד	NOUN.FEM
ייִחוס	NOUN.MASC
ייִחוסדיק	ADJ
ייִנגלשאַפֿט	NOUN
ייִנגלשאַפֿטן	NOUN.PL
ייִנגלװײַז	ADV
ייִראת־הכּבֿוד	NOUN.FEM
ייִראת־שמים	NOUN.FEM
ייִראת־שמימדיק	ADJ
ייִראת־שמימדיקײט	NOUN.FEM
ייִראַס_שאָמײַעמדיקײטן	NOUN.PL
ירגזון	NOUN.MASC
ייִשובֿעלע	NOUN.DIM.SG
ייִשובֿ	NOUN.MASC
ייִשובֿעלעך	NOUN.DIM.PL
געייִשובֿט	PART
ייִשובֿסטו	V.2.SG
ייִשעװנדיק	V.PRES.PTCP
ייִשובֿל	NOUN.DIM.SG
ייִשובֿלעך	NOUN.DIM.PL
ייִשובֿסט	V.2.SG
ייִשובֿניק	NOUN.MASC
ייִשעװניקעס	NOUN.PL
ייִשעװניצעס	NOUN.PL
ייִשובֿניצע	NOUN
ישׂראלדיק	ADJ
ישׂראליש	ADJ
ישׂראלי	NOUN.MASC
ישׂראלים	NOUN.PL
ישׂראלדיקײטן	NOUN.PL
ייִתּור	NOUN.MASC
יאָ	EXCLAM
יאָד	NOUN.MASC
יאָדערדיק	ADJ
יאָדערלאַנדיש	ADJ
יאָדערלאַנד	NOUN.NEUT
יאָדערלעך	NOUN.PL
יאָדלסט	V.2.SG
געיאָדלט	PART
יאָדלענדיק	V.PRES.PTCP
יאָדלסטו	V.2.SG
יאָדלע	NOUN.FEM
יאָדלעס	NOUN.FEM.PL
יאָדלעבױם	NOUN.MASC
יאָדלעבײמער	NOUN.PL
אַרױסיאָגנדיק	PRES.PTCP
איבעריאָגנדיק	PRES.PTCP
אַרונטעריאָגן	V.INF
נאָכיאָגן	V.INF
אַרונטערצוּיאָגן	V.INF
נאָכגעיאָגט	UNK1
איבעריאָגן	V.INF
אַריבעריאָגנדיק	PRES.PTCP
איבערצוּיאָגן	V.INF
אַרױסצוּיאָגן	V.INF
אַריבעריאָגן	V.INF
אַרױסיאָגן	V.INF
אָנגעיאָגט	UNK1
אָנצוּיאָגן	V.INF
אַרומצוּיאָגן	V.INF
נאָכצוּיאָגן	V.INF
צוריקיאָגן	V.INF
אַריבערצוּיאָגן	V.INF
צוריקצוּיאָגן	V.INF
אַריבערגעיאָגט	UNK1
אַרומגעיאָגט	UNK1
געיאָגט	PART
יאָג	NOUN.FEM
יאָגסטו	V.2.SG
איבערגעיאָגט	UNK1
יאָגנדיק	V.PRES.PTCP
אַרױסגעיאָגט	UNK1
יאָגסט	V.2.SG
נאָכיאָגנדיק	PRES.PTCP
אַרונטעריאָגנדיק	PRES.PTCP
אַרומיאָגן	V.INF
צוריקיאָגנדיק	PRES.PTCP
אָניאָגנדיק	PRES.PTCP
אַרומיאָגנדיק	PRES.PTCP
אַרונטערגעיאָגט	UNK1
אָניאָגן	V.INF
צוריקגעיאָגט	UNK1
יאָגעניש	NOUN.NEUT
יאָגענישן	NOUN.PL
יאָגער	NOUN.MASC
יאָגערס	NOUN.MASC.PL
יאָגערײַ	NOUN.FEM
יאָגערײַען	NOUN.PL
יאָגורטן	NOUN.PL
יאָגורט	NOUN.MASC
יאָך	NOUN.MASC/FEM
יאָכן	NOUN.PL
יחיד	NOUN.MASC
יחידים	NOUN.PL
יחיד	NOUN.MASC
יכין־ובֿואז	NOUN.PL
יאָכלסט	V.2.SG
יאָכלענדיק	V.PRES.PTCP
געיאָכלט	PART
יאָכלסטו	V.2.SG
יאָקלען	NOUN.PL
יאָקל	NOUN.MASC
יאָלדן	NOUN.PL
יאָלדיש	ADJ
יאָלד	NOUN.MASC
יולדת	NOUN.FEM
יאָלדעסן	NOUN.PL
יאָלדעס־קװיטלעך	NOUN.PL
יאָלדעס־קװיטל	NOUN.NEUT
יאָלקע	NOUN.FEM
יאָלקעס	NOUN.FEM.PL
יאָלאָפּעס	NOUN.PL
יאָלאָפּ	NOUN.MASC
יום	NOUN.MASC
ימים	NOUN.PL
האַ{ה}יום	ADV
ימים־נוראָים	NOUN.PL
יאָמערנדיק	V.PRES.PTCP
יאָמער	NOUN.MASC
יאָמערסטו	V.2.SG
יאָמערסט	V.2.SG
געיאָמערט	PART
יאָמערײַ	NOUN.NEUT
יאָמערײַען	NOUN.PL
יומם	ADV
יום־טובֿ	NOUN.MASC
יום־טובֿים	NOUN.PL
יאָנצעס	NOUN.PL
יאָנץ	NOUN.MASC
יאָריק	ADJ
יאָרעלעך	NOUN.DIM.PL
יאָרעלע	NOUN.DIM.SG
יאָרן	NOUN.PL
יאָרלעך	NOUN.DIM.PL
יאָרל	NOUN.DIM.SG
יאָר	NOUN.NEUT
יראי־שמים	NOUN.PL
ירא־שמים	NOUN.MASC
יאָרהונדערטן	NOUN.PL
יאָרהונדערטער	NOUN.PL
יאָרהונדערט	NOUN.MASC
יאָרמאַרק	NOUN.MASC
יאָרמערק	NOUN.PL
יאָרטאָג	NOUN.MASC
יאָרטעג	NOUN.PL
יאָרטױזנט	NOUN.MASC
יאָרטױזנטער	NOUN.PL
יאָרצײַטן	NOUN.PL
יאָרצײַט	NOUN.MASC
יאָרצײַטליכט	NOUN.NEUT
יאָרצענדליק	NOUN.MASC
יאָרצענדליקער	NOUN.PL
יאָסעלען	N.DAT
יאָסעלעס	N
יתום	NOUN.MASC
יתומים	NOUN.PL
יאָסעמדיק	ADJ
יאָשעס	N
יאָשען	N.DAT
ישישים	NOUN.PL
ישיש	NOUN.MASC
יאָשקען	N.DAT
יאָשקעס	N
יאָסיִען	N.DAT
יאָסיס	N
יאָסלען	N.DAT
יאָסלס	N
יװן	NOUN.MASC
יװנים	NOUN.PL
געיױבלט	PART
יױבלסט	V.2.SG
יױבלסטו	V.2.SG
יױבלענדיק	V.PRES.PTCP
יױך	NOUN.FEM
יױכציבעלעס	NOUN.FEM.PL
יױכציבעלע	NOUN.FEM
יױכציבעלקעס	NOUN.FEM.PL
יױכציבעלקע	NOUN.FEM
אױפֿיױרנדיק	PRES.PTCP
אױפֿצוּיױרן	V.INF
אױפֿיױרן	V.INF
יױרסט	V.2.SG
יױרנדיק	V.PRES.PTCP
געיױרט	PART
געיױרן	PART
יױרסטו	V.2.SG
אױפֿגעיױרן	UNK1
יורד	NOUN.MASC
יורדיש	ADJ
יורשים	NOUN.PL
יורש	NOUN.MASC
יױרן	NOUN.NEUT
יױרונג	NOUN.NEUT
יושרדיק	ADJ
יושר	NOUN.MASC
יושרדיקײט	NOUN.FEM
יױשערדיקײטן	NOUN.PL
יוצא	V
יובֿלדיק	ADJ
אױסצוּיױװלען	V.INF
יױװלענדיק	V.PRES.PTCP
אױסגעיױװלט	UNK1
געיױװלט	PART
אױסיױװלען	V.INF
אױסיױװלענדיק	PRES.PTCP
יױװלסטו	V.2.SG
יױװלסט	V.2.SG
יובֿל	NOUN.MASC
יױז	NOUN.MASC
יױזן	NOUN.PL
יױזל	NOUN
יױזלען	NOUN.PL
יאָזשיקעס	NOUN.PL
יאָזשיק	NOUN.MASC
יובילעום	NOUN.MASC
יובילעומס	NOUN.MASC.PL
יובילײען	NOUN.PL
יובילײ	NOUN.MASC?
י'	NOUN.MASC/FEM
י'ן	NOUN.PL
יודאַיִסטיקן	NOUN.PL
יודאַיִסטיק	NOUN.FEM
יודנראַט	NOUN.MASC
יוגנט	NOUN.FEM
יוגנטלעך	ADJ
יוגנטפֿרײַנד	NOUN.MASC
יוגנטרוף	NOUN.MASC
יוגנטרופֿיסט	NOUN
יוגנטרופֿיסטן	NOUN.PL
יוגנטרופֿניקעס	NOUN.PL
יוגנטרופֿניק	NOUN.MASC
יוקעס	NOUN.FEM.PL
יוקע	NOUN.FEM
יוכעס	NOUN.FEM.PL
יוכע	NOUN.FEM
יוכט	NOUN.MASC
יוכטען	ADJ
יולי	NOUN.MASC
ייִנגער	ADJ.COMP
ייִנגל	NOUN.DIM.SG
יונגיטשק	ADJ
ייִנגעלע	NOUN.DIM.SG
ייִנגעלעך	NOUN.DIM.PL
יונגינק	ADJ
יונגען	NOUN.PL
ייִנגלעך	NOUN.DIM.PL
יונגאַטש	NOUN.MASC
יונגאַטשעס	NOUN.PL
יונגעלײַטן	NOUN.PL
יונגעלײַטלעך	NOUN.PL
יונגערהײט	ADV
יונגערמאַן	NOUN.MASC
יונגערמאַנטשיק	NOUN.MASC
יונגלינגען	NOUN.PL
יונגלינג	NOUN.MASC
יונגנמאַן	NOUN.MASC
יונגשאַפֿט	NOUN.FEM
יונגשאַפֿטן	NOUN.PL
יונגשאָף	NOUN.FEM/MASC
יונגשאָפֿן	NOUN.PL
יונגװאַרג	NOUN.NEUT
יוני	NOUN.MASC
יונקער	NOUN.MASC
יונקערס	NOUN.MASC.PL
יוניאָן	NOUN.FEM
יוניאָנס	NOUN.FEM.PL
יופּעס	NOUN.FEM.PL
יופּע	NOUN.FEM
יופּעצעס	NOUN.FEM.PL
יופּעצע	NOUN.FEM
יורידיש	ADJ
יורי	NOUN.MASC
יוריסדיקציע	NOUN.FEM
יוריסדיקציעס	NOUN.FEM.PL
יוריספּרודענץ	NOUN.FEM
יושעסטו	V.2.SG
געיושעט	PART
יושענדיק	V.PRES.PTCP
יושעסט	V.2.SG
יײַכלעך	NOUN.DIM.PL
יײַכעלע	NOUN.DIM.SG
יושקעס	NOUN.FEM.PL
יײַכעלעך	NOUN.DIM.PL
יושקע	NOUN.FEM
יײַכל	NOUN.DIM.SG
יוסטיץ	NOUN.FEM
יוסטיצאַמטן	NOUN.PL
יוסטיצאַמט	NOUN.MASC
געיוטשעט	PART
יוטשעסטו	V.2.SG
יוטשעסט	V.2.SG
יוטשענדיק	V.PRES.PTCP
זאַבאַבאָנעס	?.PL
זאַדילטשעסט	V.2.SG
זאַדילטשעסטו	V.2.SG
זאַדילטשענדיק	V.PRES.PTCP
זאַפֿרען	NOUN.MASC
זאַפֿט	NOUN.MASC
זאַפֿטן	NOUN.PL
זאַפֿטיקײט	NOUN.FEM
זאַפֿטיקײטן	NOUN.PL
זאַפֿטיקס	NOUN.NEUT
זאַגראָדע	NOUN.FEM
זאַגראָדעס	NOUN.FEM.PL
זאַגס	NOUN
זאַהיקעסטו	V.2.SG
זאַהיקעסט	V.2.SG
זאַהיקענדיק	V.PRES.PTCP
זעקלעך	NOUN.DIM.PL
זעקעלע	NOUN.DIM.SG
זעקעלעך	NOUN.DIM.PL
זאַק	NOUN.MASC
זעקל	NOUN.DIM.SG
זאַכלעך	ADJ
זאַכן	NOUN.PL
זאַך	NOUN.FEM
זאַכעניש	NOUN.NEUT
זאַכענישן	NOUN.PL
זכרות	NOUN.NEUT
זאַכװערטער	NOUN.PL
זאַכװאָרט	NOUN.NEUT
זאַקלײַװנט	NOUN.NEUT
זאַקנאָדלען	NOUN.PL
זאַקנאָדל	NOUN.FEM
זאַקאָנעס	NOUN.PL
זאַקאָן	NOUN.MASC
זאַקרױב	NOUN.MASC
זאַקוציע	NOUN.FEM
זאַקוציעס	NOUN.FEM.PL
זאַלבסטו	V.2.SG
זאַלב	NOUN.FEM
זאַלבנדיק	V.PRES.PTCP
געזאַלבט	PART
זאַלבסט	V.2.SG
זאַלביק	ADJ
זאַלבעדריט	ADV
זאַלבעצװײט	ADV
זאַלפּן	NOUN.PL
אָנצוזאַלצן	V.INF
צוזאַלצן	V.INF
אײַנזאַלצנדיק	PRES.PTCP
זאַלצען	ADJ
אָנזאַלצנדיק	PRES.PTCP
זאַלצסטו	V.2.SG
אײַנגעזאַלצן	UNK1
צוצוזאַלצן	V.INF
אָנגעזאַלצן	UNK1
צוגעזאַלצן	UNK1
אײַנזאַלצן	V.INF
אױסגעזאַלצן	UNK1
געזאַלצט	PART
אײַנצוזאַלצן	V.INF
אױסזאַלצן	V.INF
אָנזאַלצן	V.INF
זאַלצסט	V.2.SG
זאַלצנדיק	V.PRES.PTCP
זאַלציק	ADJ
צוזאַלצנדיק	PRES.PTCP
זאַלץ	NOUN.NEUT/FEM
אױסזאַלצנדיק	PRES.PTCP
אױסצוזאַלצן	V.INF
זאַלצברעטלעך	NOUN.PL
זאַלצברעטל	NOUN.NEUT
זאַלצגרובן	NOUN.PL
זאַלצגרוב	NOUN.MASC/FEM
זאַלצמעסטלעך	NOUN.PL
זאַלצמעסטל	NOUN.NEUT
זאַלצװאַסער	NOUN.NEUT
זאַמענדיק	V.PRES.PTCP
געזאַמט	PART
זאַמסטו	V.2.SG
זאַמסט	V.2.SG
זעמדלעך	NOUN.DIM.PL
זאַמדיק	ADJ
זעמדעלעך	NOUN.DIM.PL
געזאַמדט	PART
זאַמדסטו	V.2.SG
זעמד	NOUN.PL
זעמדל	NOUN.DIM.SG
זעמדעלע	NOUN.DIM.SG
אָפּזאַמדן	V.INF
אָפּגעזאַמדט	UNK1
זאַמד	NOUN.NEUT
זאַמדנדיק	V.PRES.PTCP
אָפּצוזאַמדן	V.INF
אָפּזאַמדנדיק	PRES.PTCP
זאַמדסט	V.2.SG
זאַמד־צוקער	NOUN.MASC
זאַמדקאָליר	NOUN.MASC
זאַמדקאָלירן	NOUN.PL
זאַמלסטו	V.2.SG
צונױפֿזאַמלען	V.INF
אָנזאַמלען	V.INF
אײַנגעזאַמלט	UNK1
צונױפֿצוזאַמלען	V.INF
אָנצוזאַמלען	V.INF
געזאַמלט	PART
אײַנזאַמלען	V.INF
צונױפֿגעזאַמלט	UNK1
זאַמלסט	V.2.SG
צונױפֿזאַמלענדיק	PRES.PTCP
אָנגעזאַמלט	UNK1
אָנזאַמלענדיק	PRES.PTCP
זאַמלענדיק	V.PRES.PTCP
אײַנצוזאַמלען	V.INF
אײַנזאַמלענדיק	PRES.PTCP
זאַמלאַרבעט	NOUN.FEM
זאַמלבוך	NOUN.NEUT
זאַמלביכער	NOUN.PL
זאַמלער	NOUN.MASC
זאַמלערס	NOUN.MASC.PL
זאַמלערײַען	NOUN.PL
זאַמלערײַ	NOUN.FEM
זאַמלפּונקט	NOUN.MASC
זאַמלפּונקטן	NOUN.PL
זאַמלונגען	NOUN.PL
זאַמלונג	NOUN
זאַמש	NOUN.MASC?
זאַנגל	NOUN.DIM.SG
זאַנגען	NOUN.PL
זאַנגלעך	NOUN.DIM.PL
זאַנג	NOUN.FEM
זאַנגעלעך	NOUN.DIM.PL
זאַנגעלע	NOUN.DIM.SG
זאַניטעצע	NOUN.FEM
זאַניטעצעס	NOUN.FEM.PL
אײַנצוזאַפּן	V.INF
אײַנגעזאַפּט	UNK1
דורכזאַפּן	V.INF
זאַפּנדיק	V.PRES.PTCP
דורכזאַפּנדיק	PRES.PTCP
אַרײַנצוזאַפּן	V.INF
דורכגעזאַפּט	UNK1
געזאַפּט	PART
אַדורכזאַפּנדיק	PRES.PTCP
אָנגעזאַפּט	UNK1
אײַנזאַפּן	V.INF
אַדורכצוזאַפּן	V.INF
זאַפּסט	V.2.SG
אָנזאַפּן	V.INF
אַרײַנזאַפּנדיק	PRES.PTCP
אײַנזאַפּנדיק	PRES.PTCP
אַרײַנזאַפּן	V.INF
אַדורכזאַפּן	V.INF
אָנזאַפּנדיק	PRES.PTCP
אָנצוזאַפּן	V.INF
אַרײַנגעזאַפּט	UNK1
זאַפּסטו	V.2.SG
דורכצוזאַפּן	V.INF
אַדורכגעזאַפּט	UNK1
זאַפּאַניבראַט	ADJ.SG.PRED
זאַפּאַסן	NOUN.PL
זאַפּאַס	NOUN.MASC
זאַפּאַסיק	ADJ
זאַפּאַסקעס	?.PL
זאַפּלקע	NOUN.FEM
זאַפּלקעס	NOUN.PL
זאַראַזעסטו	V.2.SG
זאַראַזענדיק	V.PRES.PTCP
זאַראַזעסט	V.2.SG
זאַראַזע	NOUN.FEM
זאַראַזעס	NOUN.FEM.PL
געזאַראַזעט	PART
זאַרעס	ADV
זאַרעז	ADV
זאַסיקעס	NOUN.PL
זאַסיק	NOUN.MASC
זאַסטאַװעס	NOUN.PL
זאַסטעװקע	NOUN.FEM
זאַסטעװקעס	NOUN.FEM.PL
זאַסטופּ	NOUN.MASC?
זאַסיע	EXCLAM
זאַטירקעס	NOUN.FEM.PL
זאַטירקע	NOUN.FEM
זאַטקײט	NOUN.FEM
זאַטקײטן	NOUN.PL
זאַץ	NOUN.MASC
זאַצן	NOUN.PL
זאַטשעפּענדיק	V.PRES.PTCP
זאַטשעפּעסטו	V.2.SG
זאַטשעפּעסט	V.2.SG
זאַװערוכעס	NOUN.FEM.PL
זאַװערוכעדיק	ADJ
זאַװערוכע	NOUN.FEM
זאַװײעס	NOUN.FEM?.PL
זאַװײע	NOUN.FEM?
זאַװיסע	NOUN.FEM
זאַװיסעס	NOUN.FEM.PL
זאַװאָדן	NOUN.PL
זאַװאָד	NOUN.MASC
זאַװוּליק	NOUN.MASC
זאַװוּליקעס	NOUN.PL
זאַװוּלקעס	NOUN.PL
זאַװיעסעס	NOUN.FEM.PL
זאַװיעסע	NOUN.FEM
זײַסטו	V.2.SG
אָפּגעזיגן	UNK1
געזיגן	PART
געזײַט	PART
אָפּזײַענדיק	PRES.PTCP
אָפּזײַען	V.INF
זײַסט	V.2.SG
אָפּצוזײַען	V.INF
זײַענדיק	V.PRES.PTCP
זײַד	NOUN.FEM
זײַדן	ADJ
זײַדפּאַפּירן	NOUN.PL
זײַדפּאַפּיר	NOUN.NEUT
זײן	NOUN.MASC/FEM
אײַנצוזײַערן	V.INF
אײַנזײַערנדיק	PRES.PTCP
געזײַערט	PART
אײַנזײַערן	V.INF
זײַערסטו	V.2.SG
אײַנגעזײַערט	UNK1
זײַערנדיק	V.PRES.PTCP
זײַערל	NOUN.DIM.SG
זײַערעלעך	NOUN.DIM.PL
זײַערעלע	NOUN.DIM.SG
זײַערלעך	NOUN.DIM.PL
זײַער	NOUN.MASC
זײַערסט	V.2.SG
זײַערסן	NOUN.PL
זײַערסדיק	ADJ
זײַערס	NOUN.NEUT
זײַערס־מיטל	NOUN.NEUT
זײַערס־מיטלען	NOUN.PL
זײַערס־רעאַקציע	NOUN.FEM
זײַערס־רעאַקציעס	NOUN.FEM.PL
זײַיִקסט	V.2.SG
אָפּזײַנדיק	V.PRES.PTCP
אָפּגעװען	PART
זײַיִקסטו	V.2.SG
זײַלן	NOUN.PL
זײַל	NOUN.MASC
זײַניק	ADJ
זײַטלעך	NOUN.DIM.PL
זײַטלדיק	ADJ
זײַטל	NOUN.DIM.SG
זײַטעלעך	NOUN.DIM.PL
זײַט	NOUN.FEM
זײַטיק	ADJ
זײַטן	NOUN.PL
זײַטעלע	NOUN.DIM.SG
זײַטנװעגל	NOUN.DIM.SG
זײַטנװעגעלע	NOUN.DIM.SG
זײַטנװעגעלעך	NOUN.DIM.PL
זײַטנװעגלעך	NOUN.DIM.PL
זײַטנװעגן	NOUN.PL
זײַטנװעג	NOUN.MASC
זבענקען	NOUN.PL
זבענק	NOUN.MASC?
זדאַטשעס	NOUN.FEM.PL
זדאַטשע	NOUN.FEM
זדאָנזשעסטו	V.2.SG
זדאָנזשענדיק	V.PRES.PTCP
געזדאָנזשעט	PART
זדאָנזשעסט	V.2.SG
אײַנזענדיק	PRES.PTCP
אײַן	UNK1
אָנצוזען	V.INF
אָנזען	V.INF
דורכזען	V.INF
דורכזענדיק	PRES.PTCP
אָן	UNK1
אָנזענדיק	PRES.PTCP
אײַנצוזען	V.INF
זעסטו	V.2.SG
דורכצוזען	V.INF
זעסט	V.2.SG
