Yiddish	UPOS
אַרומװאַרפֿנדיקס	ADJ
אײַנװאַרפֿנדיקע	ADJ
אַרונטערגעװאָרפֿענע	ADJ
אַריבערװאַרפֿנדיקע	ADJ
אַרײַנגעװאָרפֿענע	ADJ
איבערגעװאָרפֿענעם	ADJ
אַרײַנװאַרפֿנדיקע	ADJ
אַרײַנגעװאָרפֿנס	ADJ
אָפּװאַרפֿנדיקס	ADJ
צוצוּװאַרפֿן	VERB
אױפֿװאַרפֿנדיקע	ADJ
צוריקצוּװאַרפֿן	VERB
אַראָפּצוּװאַרפֿן	VERB
צוריקגעװאָרפֿענעם	ADJ
אַריבערגעװאָרפֿענער	ADJ
אַרונטערצוּװאַרפֿן	VERB
אױפֿװאַרפֿנדיקער	ADJ
אַנידערװאַרפֿנדיקער	ADJ
אױסװאַרפֿנדיקער	ADJ
אַרױסגעװאָרפֿענעם	ADJ
צוּװאַרפֿנדיקן	ADJ
װאַרפֿסטו	VERB
אַװעקװאַרפֿן	VERB
אַרױפֿװאַרפֿנדיקן	ADJ
אַנידערװאַרפֿנדיקן	ADJ
אַװעקצוּװאַרפֿן	VERB
אָנצוּװאַרפֿן	VERB
אױסגעװאָרפֿנס	ADJ
אַריבערװאַרפֿנדיקס	ADJ
צוּװאַרפֿנדיקער	ADJ
צוגעװאָרפֿענער	ADJ
צוגעװאָרפֿענע	ADJ
אונטערװאַרפֿנדיקע	ADJ
איבערגעװאָרפֿענער	ADJ
אױסװאַרפֿנדיקע	ADJ
דורכװאַרפֿנדיקן	ADJ
אַרומװאַרפֿנדיקן	ADJ
אױפֿװאַרפֿנדיקס	ADJ
אָפּגעװאָרפֿנס	ADJ
אָנגעװאָרפֿענער	ADJ
אומגעװאָרפֿנס	ADJ
װאַרפֿסט	VERB
אָפּגעװאָרפֿענעם	ADJ
צוריקװאַרפֿנדיקס	ADJ
אָפּצוּװאַרפֿן	VERB
צוריקגעװאָרפֿענער	ADJ
אױסװאַרפֿנדיקן	ADJ
אַנידערגעװאָרפֿענעם	ADJ
אַרונטערװאַרפֿן	VERB
דורכגעװאָרפֿענע	ADJ
אַרונטערגעװאָרפֿנס	ADJ
אַרױסװאַרפֿנדיקע	ADJ
אַרױסװאַרפֿנדיקן	ADJ
אַרױסגעװאָרפֿענע	ADJ
צוריקװאַרפֿנדיקן	ADJ
אַרױסגעװאָרפֿענער	ADJ
אַװעקװאַרפֿנדיקס	ADJ
איבערװאַרפֿנדיקער	ADJ
אָפּװאַרפֿנדיקע	ADJ
דורכגעװאָרפֿענעם	ADJ
אַריבערגעװאָרפֿענע	ADJ
אַרױפֿגעװאָרפֿענעם	ADJ
דורכגעװאָרפֿנס	ADJ
צוריקװאַרפֿנדיקער	ADJ
אָפּגעװאָרפֿענער	ADJ
אַרומװאַרפֿנדיקער	ADJ
אױפֿגעװאָרפֿנס	ADJ
אַריבערװאַרפֿנדיקן	ADJ
װאַרפֿנדיקן	ADJ
געװאָרפֿן	PART?
אַנידערגעװאָרפֿענער	ADJ
אָנגעװאָרפֿענעם	ADJ
װאַרפֿנדיקער	ADJ
אַװעקװאַרפֿנדיקע	ADJ
צוגעװאָרפֿנס	ADJ
אױפֿגעװאָרפֿענעם	ADJ
אונטערגעװאָרפֿנס	ADJ
אַרױפֿװאַרפֿנדיקער	ADJ
אומצוּװאַרפֿן	VERB
אַרומגעװאָרפֿענעם	ADJ
אָפּװאַרפֿן	VERB
צוריקגעװאָרפֿענע	ADJ
דורכגעװאָרפֿענער	ADJ
אַרומװאַרפֿנדיקע	ADJ
צוריקװאַרפֿנדיקע	ADJ
אונטערװאַרפֿנדיקער	ADJ
אַראָפּװאַרפֿן	VERB
אױפֿגעװאָרפֿענע	ADJ
אײַנגעװאָרפֿענער	ADJ
אַרײַנצוּװאַרפֿן	VERB
אַרומצוּװאַרפֿן	VERB
אַריבערגעװאָרפֿענעם	ADJ
אַװעקגעװאָרפֿענעם	ADJ
אַראָפּװאַרפֿנדיקע	ADJ
אַרײַנגעװאָרפֿענער	ADJ
אַנידערצוּװאַרפֿן	VERB
אַרומגעװאָרפֿנס	ADJ
אַרונטערװאַרפֿנדיקער	ADJ
אַראָפּװאַרפֿנדיקן	ADJ
אונטערװאַרפֿן	VERB
אַראָפּגעװאָרפֿענע	ADJ
אױסװאַרפֿנדיקס	ADJ
אַרונטערגעװאָרפֿענעם	ADJ
אָנװאַרפֿנדיקער	ADJ
אַװעקגעװאָרפֿענע	ADJ
אַרױסצוּװאַרפֿן	VERB
אַריבערגעװאָרפֿנס	ADJ
אונטערגעװאָרפֿענער	ADJ
אַרױסװאַרפֿנדיקס	ADJ
אױפֿװאַרפֿן	VERB
אױפֿגעװאָרפֿענער	ADJ
אַנידערװאַרפֿנדיקע	ADJ
װאַרפֿער	NOUN
װאַרפֿערס	NOUN
װאַרגסט	VERB
געװאָרגן	PART?
װאַרגסטו	VERB
װאַרגנדיקע	ADJ
װאַרג	NOUN
װאַרגנדיקס	ADJ
װאַרגנדיקער	ADJ
װאַרגנדיקן	ADJ
װאַריִאַציע	NOUN
װאַריִאַציעס	NOUN
װאַרמעס	NOUN
װאַרמעסן	NOUN
װאַרן־הײַזער	NOUN
װאַרן־הױז	NOUN
װאַרנישקעס	NOUN
װאַרניטשקעס	NOUN
װאַרשאַװסקיס	PROPN
װאַרשאַװסקיִען	PROPN
װאַרשײַנלעך	ADJ
װאַרשײַנלעכן	ADJ
װאַרשײַנלעכע	ADJ
װאַרשײַנלעכס	ADJ
װאַרשײַנלעכער	ADJ
װאַרשטאַטן	NOUN
װאַרשטאַט	NOUN
אױסצוּװאַרטן	VERB
צוּװאַרטנדיקן	ADJ
צוגעװאַרטס	ADJ
געװאַרט	PART?
װאַרטנדיקס	ADJ
אָפּװאַרטנדיקע	ADJ
װאַרטנדיקע	ADJ
אָפּװאַרטנדיקן	ADJ
איבערצוּװאַרטן	VERB
אױסגעװאַרטן	ADJ
אױסװאַרטנדיקן	ADJ
איבערװאַרטן	VERB
אױסװאַרטנדיקס	ADJ
אונטערװאַרטנדיקער	ADJ
אָפּװאַרטנדיקס	ADJ
אױסװאַרטנדיקע	ADJ
אונטערצוּװאַרטן	VERB
צוגעװאַרטן	ADJ
איבערװאַרטנדיקער	ADJ
װאַרטנדיקן	ADJ
צוּװאַרטן	VERB
אָפּגעװאַרטס	ADJ
צוּװאַרטנדיקער	ADJ
איבערגעװאַרטער	ADJ
אָפּצוּװאַרטן	VERB
איבערװאַרטנדיקע	ADJ
צוגעװאַרטער	ADJ
איבערװאַרטנדיקן	ADJ
אונטערגעװאַרטן	ADJ
אױסװאַרטן	VERB
אױסװאַרטנדיקער	ADJ
אונטערגעװאַרטע	ADJ
װאַרטסט	VERB
איבערגעװאַרטס	ADJ
צוּװאַרטנדיקס	ADJ
איבערװאַרטנדיקס	ADJ
אױסגעװאַרטע	ADJ
אונטערגעװאַרטער	ADJ
אָפּװאַרטנדיקער	ADJ
צוּװאַרטנדיקע	ADJ
אונטערװאַרטן	VERB
צוצוּװאַרטן	VERB
אױסגעװאַרטס	ADJ
װאַרטסטו	VERB
װאַרטנדיקער	ADJ
אונטערװאַרטנדיקס	ADJ
אָפּגעװאַרטער	ADJ
אָפּגעװאַרטן	ADJ
אונטערװאַרטנדיקע	ADJ
צוגעװאַרטע	ADJ
אונטערגעװאַרטס	ADJ
אונטערװאַרטנדיקן	ADJ
אָפּװאַרטן	VERB
אָפּגעװאַרטע	ADJ
איבערגעװאַרטן	ADJ
אױסגעװאַרטער	ADJ
איבערגעװאַרטע	ADJ
װאַרטזאַלן	NOUN
װאַרטזאַל	NOUN
װאַריאַבל	NOUN
װאַריאַבלען	NOUN
װאַריאַנטן	NOUN
װאַריאַנט	NOUN
װאַריאַציעס	NOUN
װאַריאַציע	NOUN
װאַסער	NOUN
װאַסערדיקע	ADJ
װאַסערן	NOUN
װאַסערעלע	NOUN
װאַסעריק	ADJ
װאַסערדיקס	ADJ
װאַסעריקן	ADJ
װאַסעריקער	ADJ
װאַסערדיק	ADJ
װאַסערלעך	NOUN
װאַסערדיקן	ADJ
װאַסעריקס	ADJ
װאַסערעלעך	NOUN
װאַסערל	NOUN
װאַסערדיקער	ADJ
װאַסעריקע	ADJ
װאַסער־באַזע	NOUN
װאַסער־פּאָלאָ	NOUN
װאַסער־שנאָבלען	NOUN
װאַסער־שנאָבל	NOUN
װאַסער־צעשפּריצער	NOUN
װאַסער־צעשפּריצערס	NOUN
װאַסער־ציסטערנעס	NOUN
װאַסער־ציסטערנע	NOUN
װאַסערבינען	NOUN
װאַסערבין	NOUN
װאַסערדרוק	NOUN
װאַסערדרוקן	NOUN
װאַסערפֿאַל	NOUN
װאַסערפֿאַלן	NOUN
װאַסערפֿאַס	NOUN
װאַסערפֿעסער	NOUN
װאַסערפֿירער	NOUN
װאַסערפֿירערס	NOUN
כײן־גריבל	NOUN
כײן־גריבעלע	NOUN
װאַסערגריבער	NOUN
כײן־גריבלעך	NOUN
װאַסערגרוב	NOUN
כײן־גריבעלעך	NOUN
װאַסערקעפּ	NOUN
װאַסערקאָפּ	NOUN
װאַסערקראַנען	NOUN
װאַסערקראַן	NOUN
װאַסערקראַנט	NOUN
װאַסערקראַנטן	NOUN
װאַסערמיל	NOUN
װאַסערמילן	NOUN
װאַסעראָרט	NOUN
װאַסערערטער	NOUN
װאַסערשאַנצן	NOUN
װאַסערשאַנץ	NOUN
װאַסערשפּריצן	NOUN
װאַסערשפּריץ	NOUN
װאַסערשריפֿטן	NOUN
װאַסערשריפֿט	NOUN
װאַסערשטאָף	NOUN
װאַסערטרעגער	NOUN
װאַסערטרעגערס	NOUN
װאַסערװירבלען	NOUN
װאַסערװירבל	NOUN
אַװעקװאַשנדיקע	ADJ
אַװעקװאַשנדיקס	ADJ
אױפֿװאַשנדיקע	ADJ
אַװעקװאַשנדיקער	ADJ
אײַנגעװאַשענע	ADJ
אַרומװאַשנדיקער	ADJ
רײנגעװאַשענע	ADJ
אױפֿגעװאַשענעם	ADJ
אַרומגעװאַשענעם	ADJ
אַװעקגעװאַשענע	ADJ
אױפֿצוּװאַשן	VERB
אַרומװאַשנדיקס	ADJ
רײנװאַשנדיקע	ADJ
אײַנװאַשנדיקער	ADJ
איבערװאַשנדיקער	ADJ
אױפֿװאַשנדיקס	ADJ
רײנװאַשן	VERB
אײַנװאַשנדיקס	ADJ
אױפֿװאַשנדיקער	ADJ
װאַשסטו	VERB
אָפּװאַשנדיקס	ADJ
אַװעקגעװאַשענער	ADJ
רײנגעװאַשנס	ADJ
אױסװאַשן	VERB
אָפּװאַשן	VERB
אָפּגעװאַשענעם	ADJ
אײַנגעװאַשנס	ADJ
רײנצוּװאַשן	VERB
אױסגעװאַשענע	ADJ
איבערצוּװאַשן	VERB
אײַנגעװאַשענער	ADJ
װאַשנדיקע	ADJ
אָפּגעװאַשענער	ADJ
רײנװאַשנדיקן	ADJ
אַרומגעװאַשנס	ADJ
איבערװאַשן	VERB
אײַנצוּװאַשן	VERB
אױסגעװאַשענעם	ADJ
אױסװאַשנדיקע	ADJ
אױפֿװאַשנדיקן	ADJ
אַרומצוּװאַשן	VERB
אַרומװאַשן	VERB
רײנגעװאַשענער	ADJ
אָפּװאַשנדיקער	ADJ
אײַנװאַשן	VERB
איבערגעװאַשענעם	ADJ
אױפֿגעװאַשנס	ADJ
אַװעקװאַשן	VERB
איבערגעװאַשנס	ADJ
אָפּװאַשנדיקן	ADJ
אַװעקגעװאַשנס	ADJ
װאַשנדיקס	ADJ
אַרומװאַשנדיקע	ADJ
איבערגעװאַשענער	ADJ
אײַנװאַשנדיקן	ADJ
אַרומגעװאַשענער	ADJ
רײנגעװאַשענעם	ADJ
אױסגעװאַשנס	ADJ
אָפּגעװאַשנס	ADJ
אַװעקװאַשנדיקן	ADJ
אָפּגעװאַשענע	ADJ
איבערװאַשנדיקע	ADJ
װאַשנדיקן	ADJ
איבערװאַשנדיקס	ADJ
אַרומװאַשנדיקן	ADJ
אױפֿװאַשן	VERB
אַװעקצוּװאַשן	VERB
װאַשסט	VERB
אײַנגעװאַשענעם	ADJ
אױסצוּװאַשן	VERB
אױפֿגעװאַשענער	ADJ
אױסגעװאַשענער	ADJ
אױפֿגעװאַשענע	ADJ
אַרומגעװאַשענע	ADJ
װאַשנדיקער	ADJ
אָפּצוּװאַשן	VERB
געװאַשן	PART?
אַװעקגעװאַשענעם	ADJ
איבערװאַשנדיקן	ADJ
אױסװאַשנדיקס	ADJ
אױסװאַשנדיקער	ADJ
איבערגעװאַשענע	ADJ
אײַנװאַשנדיקע	ADJ
רײנװאַשנדיקס	ADJ
רײנװאַשנדיקער	ADJ
אױסװאַשנדיקן	ADJ
אָפּװאַשנדיקע	ADJ
װאַשבעקנס	NOUN
װאַשבעקן	NOUN
װאַשברעטל	NOUN
װאַשברעטעלע	NOUN
װאַשברעטלעך	NOUN
װאַשברעטעלעך	NOUN
װאַשברעט	NOUN
װאַשברעטער	NOUN
װאַשערס	NOUN
װאַשער	NOUN
װאַשינגטאָנען	PROPN
װאַשינגטאָנס	PROPN
װאַשמאַשינען	NOUN
װאַשמאַשין	NOUN
ושתּיען	PROPN
ושתּיס	PROPN
װאַשצימערל	NOUN
װאַשצימער	NOUN
װאַשצימערלעך	NOUN
װאַשצימערעלע	NOUN
װאַשצימערן	NOUN
װאַשצימערעלעך	NOUN
װאַשזײף	NOUN
װאַסילן	PROPN
װאַסילס	PROPN
װאַטענער	ADJ
װאַטען	ADJ
װאַטע	NOUN
װאַטענס	ADJ
װאַטענעם	ADJ
װאַטענע	ADJ
װאַטיקאַן	NOUN
װאַטל־מאַכערס	NOUN
װאַטל־מאַכער	NOUN
װאַטן־מאַכער	NOUN
װאַטן־מאַכערס	NOUN
װאַטאָװער	ADJ
װאַטאָװן	ADJ
װאַטאָװעס	ADJ
װתּרן	NOUN
װתּרנים	NOUN
װײַבישעס	ADJ
װײַב	NOUN
װײַבל	NOUN
װײַבישע	ADJ
װײַבישן	ADJ
װײַביש	ADJ
װײַבישער	ADJ
װײַבעלע	NOUN
װײַבעלעך	NOUN
װײַבער	NOUN
װײַבערישן	ADJ
װײַבערישער	ADJ
װײַבעריש	ADJ
װײַבערישעס	ADJ
װײַבערישע	ADJ
װײַבערלעכע	ADJ
װײַבערלעכן	ADJ
װײַבערלעך	ADJ
װײַבערלעכס	ADJ
װײַבערלעכער	ADJ
װײַבערניקעס	NOUN
װײַבערשן	ADJ
װײַבערשע	ADJ
װײַבערשער	ADJ
װײַבערשעס	ADJ
װײַבערש	ADJ
װײַבערשולכעלעך	NOUN
װײַבערשולן	NOUN
װײַבערשולכלעך	NOUN
װײַבערשולכל	NOUN
װײַבערשול	NOUN
װײַבערשולכעלע	NOUN
װײַבלעכער	ADJ
װײַבלעכן	ADJ
װײַבלעכע	ADJ
װײַבלעך	ADJ
װײַבלעכס	ADJ
ויקרא	NOUN
וּיצעקו	NOUN
ויבֿרח	NOUN
װײַכנדיקער	ADJ
געװײַכט	PART?
װײַכסטו	VERB
געװײַכטער	ADJ
װײַכנדיקע	ADJ
געװײַכטן	ADJ
געװײַכטע	ADJ
װײַכנדיקס	ADJ
װײַכנדיקן	ADJ
געװײַכטס	ADJ
װײַכסט	VERB
װײַקינגען	NOUN
װײַקינג	NOUN
געװײַלט	PART?
װײַלנדיקער	ADJ
װײַלסט	VERB
װײַלנדיקס	ADJ
װײַלנדיקע	ADJ
געװײַלטן	ADJ
װײַלסטו	VERB
װײַל	SCONJ
געװײַלטער	ADJ
געװײַלטס	ADJ
װײַלנדיקן	ADJ
געװײַלטע	ADJ
װײַלעס	NOUN
װײַלע	NOUN
װײַלעטשקע	NOUN
װײַלעטשקעס	NOUN
װײַליקן	ADJ
װײַליקער	ADJ
װײַליקס	ADJ
װײַליק	ADJ
װײַליקע	ADJ
װײַנען	NOUN
װײַניקס	ADJ
װײַניקן	ADJ
װײַמפּערעלע	NOUN
װײַניקער	ADJ
װײַניקע	ADJ
װײַניק	ADJ
װײַן	NOUN
װײַמפּערל	NOUN
װײַמפּערעלעך	NOUN
װײַמפּערלעך	NOUN
װײַנגעשעפֿטן	NOUN
װײַנגעשעפֿט	NOUN
װײַנגערטנער	NOUN
װײַנגאָרטן	NOUN
װײַנהאַנדלען	NOUN
װײַנהאַנדל	NOUN
װײַנרײַכס	PROPN
װײַנרײַכן	PROPN
װײַנריבן	NOUN
װײַנריב	NOUN
װײַנשענקען	NOUN
װײַנשענק	NOUN
װײַנשענקער	NOUN
װײַנשענקערס	NOUN
װײַנשל	NOUN
װײַנשלבײמער	NOUN
װײַנשלבױם	NOUN
צױבערשטעקעלע	NOUN
צױבערשטעקעלעך	NOUN
װײַנשטאָק	NOUN
צױבערשטעקל	NOUN
צױבערשטעקלעך	NOUN
װײַנשטאָקן	NOUN
װײַנספּירט	NOUN
װײַנטרױב	NOUN
װײַנטרױבן	NOUN
געװײַסט	PART?
װײַסלעכן	ADJ
װײַסלעכס	ADJ
װײַסנדיקע	ADJ
װײַסינק	ADJ
געװײַסטע	ADJ
װײַסינקע	ADJ
װײַסנדיקן	ADJ
װײַסינקס	ADJ
געװײַסטן	ADJ
געװײַסטער	ADJ
װײַסינקן	ADJ
װײַסנדיקער	ADJ
װײַס	ADJ
װײַסטו	VERB
װײַסינקער	ADJ
װײַסע	ADJ
װײַסנדיקס	ADJ
װײַסלעכע	ADJ
װײַסלעכער	ADJ
װײַסברױט	NOUN
װײַספֿיש	NOUN
װײַסקײט	NOUN
װײַסקײטן	NOUN
װײַסל	NOUN
װײַסלעך	NOUN
װײַסלשטאָף	NOUN
װײַסרוסן	NOUN
װײַסרוסישן	ADJ
װײַסרוסישער	ADJ
װײַסרוסיש	ADJ
װײַסרוסישעס	ADJ
װײַסרוסישע	ADJ
װײַטיקע	ADJ
װײַטערדיקער	ADJ
װײַטיקס	ADJ
װײַטערדיקן	ADJ
װײַטיקן	ADJ
װײַטערדיקס	ADJ
װײַט	ADJ
װײַטלעכע	ADJ
װײַטלעך	ADJ
װײַטלעכער	ADJ
װײַטיקער	ADJ
װײַטיק	ADJ
װײַטס	ADJ
װײַטלעכן	ADJ
װײַטערדיקע	ADJ
װײַטערדיק	ADJ
װײַטלעכס	ADJ
װײַטע	ADJ
װײַטער	ADJ
װײַטענישן	NOUN
װײַטעניש	NOUN
װײַטקײטן	NOUN
װײַטקײט	NOUN
װײַטענעם	ADJ
װײַטן	ADJ
װײַטענע	ADJ
װײַטענער	ADJ
אױפֿװײַזנדיקער	ADJ
אַרױסװײַזנדיקס	ADJ
אָנגעװיזענער	ADJ
אױסגעװיזענע	ADJ
אױסװײַזן	VERB
אַרױסװײַזנדיקן	ADJ
אַרױסװײַזנדיקער	ADJ
אַרױסגעװיזנס	ADJ
איבערװײַזן	VERB
װײַזסט	VERB
אױפֿװײַזן	VERB
אַרױסװײַזנדיקע	ADJ
אָנװײַזנדיקן	ADJ
אױסגעװיזנס	ADJ
איבערװײַזנדיקע	ADJ
געװיזן	PART?
אױסװײַזנדיקן	ADJ
אױפֿװײַזנדיקס	ADJ
אַרױסצוּװײַזן	VERB
איבערװײַזנדיקער	ADJ
איבערגעװיזענעם	ADJ
אױסצוּװײַזן	VERB
אױפֿװײַזנדיקן	ADJ
אָנװײַזנדיקער	ADJ
אױפֿגעװיזנס	ADJ
אַרױסגעװיזענעם	ADJ
אױסװײַזנדיקע	ADJ
איבערװײַזנדיקס	ADJ
אָנװײַזנדיקע	ADJ
װײַזסטו	VERB
אױפֿװײַזנדיקע	ADJ
אַרױסװײַזן	VERB
איבערװײַזנדיקן	ADJ
איבערצוּװײַזן	VERB
אױפֿצוּװײַזן	VERB
איבערגעװיזענער	ADJ
אָנגעװיזנס	ADJ
װײַזנדיקן	ADJ
איבערגעװיזנס	ADJ
אָנגעװיזענעם	ADJ
אױסװײַזנדיקער	ADJ
אױסגעװיזענער	ADJ
װײַזנדיקס	ADJ
אַרױסגעװיזענע	ADJ
אָנװײַזנדיקס	ADJ
איבערגעװיזענע	ADJ
װײַזנדיקע	ADJ
אױפֿגעװיזענער	ADJ
אָנגעװיזענע	ADJ
װײַזנדיקער	ADJ
אױסגעװיזענעם	ADJ
אָנצוּװײַזן	VERB
אױפֿגעװיזענע	ADJ
אױסװײַזנדיקס	ADJ
אױפֿגעװיזענעם	ADJ
אַרױסגעװיזענער	ADJ
װײַזערס	NOUN
װײַזער	NOUN
װײַזפֿינגערס	NOUN
װײַזפֿינגער	NOUN
װאַזעס	NOUN
װאַזע	NOUN
װאַזעלינען	NOUN
װאַזעלין	NOUN
װאַזשנעם	ADJ
װאַזשנער	ADJ
װאַזשנעס	ADJ
װאַזאָנעס	NOUN
װאַזאָנען	NOUN
װאַזאָן	NOUN
װעען	NOUN
װע	NOUN
אױסגעװעבטס	ADJ
װעבנדיקס	ADJ
צונױפֿװעבנדיקן	ADJ
אױסװעבנדיקער	ADJ
צונױפֿװעבנדיקס	ADJ
געװעבטס	ADJ
אַרײַנװעבנדיקס	ADJ
אױסגעװעבטן	ADJ
דורכגעװעבטן	ADJ
װעבנדיקע	ADJ
אײַנצוּװעבן	VERB
אַרײַנגעװעבטס	ADJ
אױסװעבנדיקס	ADJ
אַרײַנגעװעבטן	ADJ
אײַנגעװעבטן	ADJ
אַרײַנגעװעבטער	ADJ
װעבנדיקן	ADJ
אײַנגעװעבטע	ADJ
װעבנדיקער	ADJ
אַרײַנװעבנדיקע	ADJ
דורכצוּװעבן	VERB
אַרײַנװעבנדיקער	ADJ
אױסצוּװעבן	VERB
אַרײַנצוּװעבן	VERB
אױסגעװעבטער	ADJ
אײַנװעבנדיקע	ADJ
אײַנװעבנדיקס	ADJ
צונױפֿװעבנדיקער	ADJ
דורכװעבנדיקן	ADJ
אײַנגעװעבטס	ADJ
דורכװעבן	VERB
דורכװעבנדיקס	ADJ
געװעבט	PART?
אַרײַנגעװעבטע	ADJ
געװעבטע	ADJ
אױסװעבנדיקן	ADJ
צונױפֿצוּװעבן	VERB
צונױפֿװעבנדיקע	ADJ
צונױפֿגעװעבטן	ADJ
דורכגעװעבטס	ADJ
געװעבטן	ADJ
װעב	NOUN
אײַנװעבנדיקער	ADJ
אײַנװעבן	VERB
געװעבטער	ADJ
אײַנגעװעבטער	ADJ
צונױפֿגעװעבטס	ADJ
אױסװעבנדיקע	ADJ
אױסװעבן	VERB
װעבסט	VERB
דורכגעװעבטער	ADJ
אַרײַנװעבן	VERB
אײַנװעבנדיקן	ADJ
דורכװעבנדיקע	ADJ
װעבסטו	VERB
צונױפֿגעװעבטער	ADJ
צונױפֿװעבן	VERB
אױסגעװעבטע	ADJ
צונױפֿגעװעבטע	ADJ
דורכגעװעבטע	ADJ
אַרײַנװעבנדיקן	ADJ
דורכװעבנדיקער	ADJ
װעב־טאָטביכל	NOUN
װעב־טאָטביכלעך	NOUN
װעבאַדרעסן	NOUN
װעבאַדרעס	NOUN
װעבער	NOUN
װעבערס	NOUN
װעבערײַען	NOUN
װעבערײַ	NOUN
װעבערקע	NOUN
װעבערקעס	NOUN
װעבמײַסטער	NOUN
װעבמײַסטערס	NOUN
װעבפּלעצער	NOUN
װעבפּלאַץ	NOUN
װעבסבלאַט	NOUN
װעבסבלעטעלע	NOUN
װעבסבלעטלעך	NOUN
װעבסבלעטער	NOUN
װעבסבלעטעלעך	NOUN
װעבסבלעטל	NOUN
װעבשטול	NOUN
װעבשטולן	NOUN
װעבסזײַטלעך	NOUN
װעבסזײַטעלעך	NOUN
װעבסזײַטעלע	NOUN
װעבסזײַטן	NOUN
װעבסזײַטל	NOUN
װעבסזײַט	NOUN
װעבזײַטלעך	NOUN
װעבזײַטעלע	NOUN
װעבזײַטעלעך	NOUN
װעבזײַטן	NOUN
װעבזײַטל	NOUN
װעבזײַט	NOUN
װעבזשורנאַלן	NOUN
װעבזשורנאַל	NOUN
װעדליק	ADP
װעדמע	NOUN
װעדמעס	NOUN
װעג	NOUN
װעגעלע	NOUN
איבערצוּװעגן	VERB
איבערגעװױגנס	ADJ
אָפּגעװױגענעם	ADJ
װעגסט	VERB
װעגנדיקער	ADJ
װעגסטו	VERB
איבערװעגנדיקן	ADJ
װעגנדיקן	ADJ
װעגנדיקע	ADJ
געװױגן	PART?
אָפּגעװױגענע	ADJ
װעגנדיקס	ADJ
אָפּװעגן	VERB
װעגל	NOUN
איבערגעװױגענער	ADJ
אָפּצוּװעגן	VERB
אָפּגעװױגנס	ADJ
אָפּװעגנדיקער	ADJ
איבערװעגן	VERB
איבערװעגנדיקס	ADJ
װעגלעך	NOUN
אָפּגעװױגענער	ADJ
איבערװעגנדיקער	ADJ
װעגעלעך	NOUN
איבערװעגנדיקע	ADJ
איבערגעװױגענעם	ADJ
אָפּװעגנדיקס	ADJ
איבערגעװױגענע	ADJ
אָפּװעגנדיקע	ADJ
אָפּװעגנדיקן	ADJ
װעג־פּלגש	NOUN
װעג־פּלגשים	NOUN
װעגאַנישעס	ADJ
װעגאַניש	ADJ
װעגאַנישן	ADJ
װעגאַנישע	ADJ
װעגאַנישער	ADJ
װעגעטאַרישן	ADJ
װעגעטאַרישע	ADJ
װעגעטאַרישעס	ADJ
װעגעטאַרישער	ADJ
װעגעטאַריער	NOUN
װעגגעלט	NOUN
װעגלױפֿערס	NOUN
װעגלױפֿער	NOUN
װעגמיצלעך	NOUN
װעגמיצל	NOUN
װעגסלײַט	NOUN
װעגסמאַן	NOUN
װעגסשטױב	NOUN
װעגװײַזערס	NOUN
װעגװײַזער	NOUN
אױסװעקן	VERB
אױפֿװעקנדיקע	ADJ
אױפֿגעװעקטס	ADJ
אױסצוּװעקן	VERB
אױפֿגעװעקטער	ADJ
װעקנדיקער	ADJ
איבערגעװעקטער	ADJ
װעקסט	VERB
איבערװעקנדיקן	ADJ
איבערװעקנדיקע	ADJ
געװעקט	PART?
געװעקטן	ADJ
אױסגעװעקטס	ADJ
אױפֿצוּװעקן	VERB
אױפֿװעקן	VERB
איבערגעװעקטן	ADJ
איבערגעװעקטע	ADJ
געװעקטע	ADJ
געװעקטס	ADJ
אױפֿװעקנדיקן	ADJ
אױפֿגעװעקטע	ADJ
װעקנדיקס	ADJ
װעקנדיקע	ADJ
איבערװעקנדיקס	ADJ
איבערגעװעקטס	ADJ
איבערװעקנדיקער	ADJ
אױסװעקנדיקע	ADJ
אױסװעקנדיקער	ADJ
אױסװעקנדיקן	ADJ
געװעקטער	ADJ
אױסגעװעקטן	ADJ
אױפֿװעקנדיקער	ADJ
װעקנדיקן	ADJ
אױפֿװעקנדיקס	ADJ
אױסגעװעקטער	ADJ
איבערצוּװעקן	VERB
אױסגעװעקטע	ADJ
אױפֿגעװעקטן	ADJ
איבערװעקן	VERB
װעקסטו	VERB
אױסװעקנדיקס	ADJ
וכּמה	ADJ
װעקער	NOUN
װעקערלעך	NOUN
װעקערעלע	NOUN
װעקערל	NOUN
װעקערעלעך	NOUN
װעכנטלעכס	ADJ
װעכנטלעכער	ADJ
װעכנטלעכן	ADJ
װעכנטלעכע	ADJ
װעכטערסטו	VERB
װעכטערנדיקן	ADJ
װעכטערנדיקער	ADJ
װעכטערס	NOUN
געװעכטערטס	ADJ
װעכטערנדיקס	ADJ
געװעכטערטע	ADJ
װעכטערסט	VERB
װעכטער	NOUN
געװעכטערטן	ADJ
װעכטערנדיקע	ADJ
געװעכטערטער	ADJ
געװעכטערט	PART?
װעכטערינס	NOUN
װעכטערין	NOUN
װעקסנדיקער	ADJ
געװעקסטע	ADJ
װעקסנדיקע	ADJ
װעקסנדיקן	ADJ
געװעקסטער	ADJ
װעקסנדיקס	ADJ
געװעקסט	PART?
געװעקסטן	ADJ
װעקסלסטו	VERB
װעקסלסט	VERB
װעקסלענדיקער	ADJ
געװעקסלטס	ADJ
װעקסלענדיקן	ADJ
